Date,Price,P/E,Dividend Yield
28-06-2017,9491.25,24.15,1.12
29-06-2017,9504.1,24.19,1.12
30-06-2017,9520.9,24.23,1.12
03-07-2017,9615,24.47,1.11
04-07-2017,9613.3,24.47,1.11
05-07-2017,9637.6,24.53,1.11
06-07-2017,9674.55,24.62,1.1
07-07-2017,9665.8,24.6,1.1
10-07-2017,9771.05,24.87,1.09
11-07-2017,9786.05,24.91,1.09
12-07-2017,9816.1,24.98,1.09
13-07-2017,9891.7,25.17,1.08
14-07-2017,9886.35,25.12,1.08
17-07-2017,9915.95,25.17,1.08
18-07-2017,9827.15,25.1,1.06
19-07-2017,9899.6,25.28,1.01
20-07-2017,9873.3,25.22,1.01
21-07-2017,9915.25,25.32,1.01
24-07-2017,9966.4,25.45,1
25-07-2017,9964.55,25.45,1
26-07-2017,10020.65,25.57,1
27-07-2017,10020.55,25.56,1
28-07-2017,10014.5,25.56,0.96
31-07-2017,10077.1,25.69,0.95
01-08-2017,10114.65,25.75,0.95
02-08-2017,10081.5,25.63,0.95
03-08-2017,10013.65,25.5,0.96
04-08-2017,10066.4,25.61,0.96
07-08-2017,10057.4,25.67,0.96
08-08-2017,9978.55,25.5,0.97
09-08-2017,9908.05,25.31,0.97
10-08-2017,9820.25,25.06,0.98
11-08-2017,9710.8,24.8,0.99
14-08-2017,9794.15,25.02,0.98
16-08-2017,9897.3,25.28,0.97
17-08-2017,9904.15,25.3,0.97
18-08-2017,9837.4,25.1,0.97
21-08-2017,9754.35,24.99,0.97
22-08-2017,9765.55,25.25,0.97
23-08-2017,9852.5,25.45,0.96
24-08-2017,9857.05,25.47,0.95
28-08-2017,9912.8,25.61,0.94
29-08-2017,9796.05,25.31,0.95
30-08-2017,9884.4,25.54,0.94
31-08-2017,9917.9,25.62,0.94
01-09-2017,9974.4,25.99,0.93
04-09-2017,9912.85,25.83,0.94
05-09-2017,9952.2,25.97,0.94
06-09-2017,9916.2,25.88,0.94
07-09-2017,9929.9,25.89,0.94
08-09-2017,9934.8,25.9,0.94
11-09-2017,10006.05,26.11,0.93
12-09-2017,10093.05,26.26,0.93
13-09-2017,10079.3,26.23,0.93
14-09-2017,10086.6,26.25,0.93
15-09-2017,10085.4,26.24,0.94
18-09-2017,10153.1,26.42,0.94
19-09-2017,10147.55,26.4,0.94
20-09-2017,10141.15,26.39,0.94
21-09-2017,10121.9,26.34,0.94
22-09-2017,9964.4,25.95,0.95
25-09-2017,9872.6,25.71,0.96
26-09-2017,9871.5,25.71,0.96
27-09-2017,9735.75,25.36,0.98
28-09-2017,9768.95,25.44,0.97
29-09-2017,9788.6,25.43,1.17
03-10-2017,9859.5,25.61,1.16
04-10-2017,9914.9,25.75,1.15
05-10-2017,9888.7,25.69,1.15
06-10-2017,9979.7,25.92,1.14
09-10-2017,9988.75,25.95,1.14
10-10-2017,10016.95,26.02,1.14
11-10-2017,9984.8,25.94,1.14
12-10-2017,10096.4,26.22,1.13
13-10-2017,10167.45,26.41,1.12
16-10-2017,10230.85,26.55,1.12
17-10-2017,10234.45,26.52,1.12
18-10-2017,10210.85,26.44,1.12
19-10-2017,10146.55,26.28,1.12
23-10-2017,10184.85,26.37,1.12
24-10-2017,10207.7,26.42,1.12
25-10-2017,10295.35,26.63,1.11
26-10-2017,10343.8,26.73,1.1
27-10-2017,10323.05,26.67,1.11
30-10-2017,10363.65,26.77,1.1
31-10-2017,10335.3,26.38,1.08
01-11-2017,10440.5,26.49,1.07
02-11-2017,10423.8,26.63,1.07
03-11-2017,10452.5,26.87,1.07
06-11-2017,10451.8,26.74,1.07
07-11-2017,10350.15,26.48,1.08
08-11-2017,10303.15,26.37,1.08
09-11-2017,10308.95,26.31,1.08
10-11-2017,10321.75,26.35,1.08
13-11-2017,10224.95,25.99,1.09
14-11-2017,10186.6,25.89,1.09
15-11-2017,10118.05,25.72,1.1
16-11-2017,10214.75,25.96,1.09
17-11-2017,10283.6,26.14,1.08
20-11-2017,10298.75,26.18,1.08
21-11-2017,10326.9,26.2,1.08
22-11-2017,10342.3,26.4,1.08
23-11-2017,10348.75,26.48,1.08
24-11-2017,10389.7,26.59,1.07
27-11-2017,10399.55,26.61,1.07
28-11-2017,10370.25,26.53,1.07
29-11-2017,10361.3,26.51,1.07
30-11-2017,10226.55,26.16,1.11
01-12-2017,10121.8,25.9,1.12
04-12-2017,10127.75,25.91,1.12
05-12-2017,10118.25,25.89,1.12
06-12-2017,10044.1,25.7,1.13
07-12-2017,10166.7,26.01,1.12
08-12-2017,10265.65,26.26,1.11
11-12-2017,10322.25,26.43,1.1
12-12-2017,10240.15,26.22,1.11
13-12-2017,10192.95,26.1,1.11
14-12-2017,10252.1,26.25,1.11
15-12-2017,10333.25,26.46,1.1
18-12-2017,10388.75,26.6,1.09
19-12-2017,10463.2,26.79,1.09
20-12-2017,10444.2,26.75,1.09
21-12-2017,10440.3,26.74,1.09
22-12-2017,10493,26.86,1.08
26-12-2017,10531.5,26.96,1.08
27-12-2017,10490.75,26.85,1.08
28-12-2017,10477.9,26.82,1.08
29-12-2017,10530.7,26.92,1.08
01-01-2018,10435.55,26.68,1.09
02-01-2018,10442.2,26.7,1.09
03-01-2018,10443.2,26.7,1.09
04-01-2018,10504.8,26.86,1.08
05-01-2018,10558.85,26.99,1.07
08-01-2018,10623.6,27.16,1.07
09-01-2018,10637,27.19,1.07
10-01-2018,10632.2,27.18,1.07
11-01-2018,10651.2,27.23,1.06
12-01-2018,10681.25,27.28,1.06
15-01-2018,10741.55,27.06,1.06
16-01-2018,10700.45,26.96,1.06
17-01-2018,10788.55,27.18,1.05
18-01-2018,10817,27.25,1.05
19-01-2018,10894.7,27.44,1.04
22-01-2018,10966.2,27.62,1.03
23-01-2018,11083.7,27.81,1.02
24-01-2018,11086,27.66,1.02
25-01-2018,11069.65,27.61,1.02
29-01-2018,11130.4,27.71,1.02
30-01-2018,11049.65,27.51,1.03
31-01-2018,11027.7,27.5,1.03
01-02-2018,11016.9,27.48,1.03
02-02-2018,10760.6,26.04,1.05
05-02-2018,10666.55,25.78,1.06
06-02-2018,10498.25,25.37,1.08
07-02-2018,10476.7,25.32,1.08
08-02-2018,10576.85,25.56,1.07
09-02-2018,10454.95,25.27,1.08
12-02-2018,10539.75,25.48,1.07
14-02-2018,10500.9,25.37,1.08
15-02-2018,10545.5,25.45,1.07
16-02-2018,10452.3,25.32,1.08
19-02-2018,10378.4,25.14,1.09
20-02-2018,10360.4,25.09,1.09
21-02-2018,10397.45,25.18,1.09
22-02-2018,10382.7,25.49,1.09
23-02-2018,10491.05,25.75,1.13
26-02-2018,10582.6,25.95,1.12
27-02-2018,10554.3,25.87,1.12
28-02-2018,10492.85,25.68,1.13
01-03-2018,10458.35,25.59,1.19
05-03-2018,10358.85,25.4,1.2
06-03-2018,10249.25,25.02,1.21
07-03-2018,10154.2,24.79,1.28
08-03-2018,10242.65,25,1.27
09-03-2018,10226.85,24.97,1.28
12-03-2018,10421.4,25.44,1.25
13-03-2018,10426.85,25.45,1.25
14-03-2018,10410.9,25.41,1.25
15-03-2018,10360.15,25.28,1.26
16-03-2018,10195.15,24.87,1.28
19-03-2018,10094.25,24.61,1.29
20-03-2018,10124.35,24.69,1.29
21-03-2018,10155.25,24.76,1.28
22-03-2018,10114.75,24.67,1.29
23-03-2018,9998.05,24.38,1.3
26-03-2018,10130.65,24.7,1.29
27-03-2018,10184.15,24.83,1.28
28-03-2018,10113.7,24.66,1.29
02-04-2018,10211.8,25.35,1.26
03-04-2018,10245,25.43,1.25
04-04-2018,10128.4,25.14,1.27
05-04-2018,10325.15,25.63,1.24
06-04-2018,10331.6,25.65,1.24
09-04-2018,10379.35,25.76,1.23
10-04-2018,10402.25,25.82,1.23
11-04-2018,10417.15,25.86,1.23
12-04-2018,10458.65,25.96,1.23
13-04-2018,10480.6,26.01,1.22
16-04-2018,10528.35,26.13,1.22
17-04-2018,10548.7,26.18,1.22
18-04-2018,10526.2,26.13,1.22
19-04-2018,10565.3,26.23,1.21
20-04-2018,10564.05,26.22,1.21
23-04-2018,10584.7,26.27,1.21
24-04-2018,10614.35,26.35,1.21
25-04-2018,10570.55,26.24,1.21
26-04-2018,10617.8,26.36,1.21
27-04-2018,10692.3,26.54,1.2
30-04-2018,10739.35,26.66,1.19
02-05-2018,10718.05,26.6,1.2
03-05-2018,10679.65,26.51,1.2
04-05-2018,10618.25,26.36,1.21
07-05-2018,10715.5,26.6,1.2
08-05-2018,10717.8,26.6,1.2
09-05-2018,10741.7,26.66,1.19
10-05-2018,10716.55,26.6,1.2
11-05-2018,10806.5,26.82,1.19
14-05-2018,10806.6,26.82,1.19
15-05-2018,10801.85,26.81,1.19
16-05-2018,10741.1,26.66,1.19
17-05-2018,10682.7,26.52,1.2
18-05-2018,10596.4,26.27,1.21
21-05-2018,10516.7,26.08,1.22
22-05-2018,10536.7,26.13,1.22
23-05-2018,10430.35,25.86,1.23
24-05-2018,10513.85,26.07,1.22
25-05-2018,10605.15,26.24,1.21
28-05-2018,10688.65,27.23,1.2
29-05-2018,10633.3,27.06,1.21
30-05-2018,10614.35,27.01,1.21
31-05-2018,10736.15,27.19,1.23
01-06-2018,10696.2,27.09,1.23
04-06-2018,10628.5,26.92,1.24
05-06-2018,10593.15,26.83,1.25
06-06-2018,10684.65,27.06,1.23
07-06-2018,10768.35,27.27,1.23
08-06-2018,10767.65,27.27,1.23
11-06-2018,10786.95,27.47,1.22
12-06-2018,10842.85,27.6,1.22
13-06-2018,10856.7,27.54,1.22
14-06-2018,10808.05,27.42,1.22
15-06-2018,10817.7,27.44,1.22
18-06-2018,10799.85,26.6,1.22
19-06-2018,10710.45,26.38,1.23
20-06-2018,10772.05,26.52,1.22
21-06-2018,10741.1,26.43,1.23
22-06-2018,10821.85,26.63,1.22
25-06-2018,10762.45,26.48,1.23
26-06-2018,10769.15,26.02,1.23
27-06-2018,10671.4,25.73,1.24
28-06-2018,10589.1,25.57,1.25
29-06-2018,10714.3,25.9,1.22
02-07-2018,10657.3,25.76,1.23
03-07-2018,10699.9,25.85,1.22
04-07-2018,10769.9,26.02,1.21
05-07-2018,10749.75,26.69,1.21
06-07-2018,10772.65,26.62,1.21
09-07-2018,10852.9,26.82,1.2
10-07-2018,10947.25,27.05,1.19
11-07-2018,10948.3,27.2,1.19
12-07-2018,11023.2,27.39,1.18
13-07-2018,11018.9,27.38,1.18
16-07-2018,10936.85,27.17,1.19
17-07-2018,11008.05,27.35,1.19
18-07-2018,10980.45,27.28,1.19
19-07-2018,10957.1,27.22,1.19
20-07-2018,11010.2,27.36,1.22
23-07-2018,11084.75,27.54,1.21
24-07-2018,11134.3,27.66,1.2
25-07-2018,11132,27.66,1.2
26-07-2018,11167.3,27.75,1.2
27-07-2018,11278.35,28.02,1.19
30-07-2018,11319.55,28.12,1.19
31-07-2018,11356.5,28.22,1.18
01-08-2018,11346.2,28.14,1.19
02-08-2018,11244.7,27.89,1.2
03-08-2018,11360.8,28.23,1.18
06-08-2018,11387.1,28.26,1.18
07-08-2018,11389.45,28.26,1.18
08-08-2018,11450,28.23,1.17
09-08-2018,11470.7,28.11,1.17
10-08-2018,11429.5,27.83,1.18
13-08-2018,11355.75,27.8,1.18
14-08-2018,11435.1,28.02,1.18
16-08-2018,11385.05,27.9,1.18
17-08-2018,11470.75,28.11,1.17
20-08-2018,11551.75,28.25,1.16
21-08-2018,11570.9,28.29,1.16
23-08-2018,11582.75,28.32,1.16
24-08-2018,11557.1,28.06,1.16
27-08-2018,11691.95,28.72,1.15
28-08-2018,11738.5,28.66,1.15
29-08-2018,11691.9,28.55,1.14
30-08-2018,11676.8,28.51,1.15
31-08-2018,11680.5,28.4,1.15
03-09-2018,11582.35,28.16,1.16
04-09-2018,11520.3,28.01,1.16
05-09-2018,11476.95,27.9,1.17
06-09-2018,11536.9,28.05,1.16
07-09-2018,11589.1,28.17,1.15
10-09-2018,11438.1,27.81,1.17
11-09-2018,11287.5,27.44,1.19
12-09-2018,11369.9,27.64,1.18
14-09-2018,11515.2,28,1.16
17-09-2018,11377.75,27.66,1.18
18-09-2018,11278.9,27.42,1.19
19-09-2018,11234.35,27.31,1.19
21-09-2018,11143.1,27.09,1.2
24-09-2018,10967.4,26.66,1.22
25-09-2018,11067.45,26.91,1.21
26-09-2018,11053.8,26.87,1.22
27-09-2018,10977.55,26.69,1.23
28-09-2018,10930.45,26.44,1.23
01-10-2018,11008.3,26.62,1.22
03-10-2018,10858.25,26.26,1.24
04-10-2018,10599.25,25.63,1.27
05-10-2018,10316.45,24.95,1.3
08-10-2018,10348.05,25.03,1.3
09-10-2018,10301.05,24.91,1.3
10-10-2018,10460.1,25.3,1.28
11-10-2018,10234.65,24.75,1.31
12-10-2018,10472.5,25.33,1.28
15-10-2018,10512.5,25.42,1.28
16-10-2018,10584.75,25.52,1.27
17-10-2018,10453.05,25.19,1.29
19-10-2018,10303.55,24.83,1.3
22-10-2018,10245.25,24.65,1.31
23-10-2018,10146.8,24.41,1.32
24-10-2018,10224.75,24.6,1.31
25-10-2018,10124.9,24.36,1.33
26-10-2018,10030,24.12,1.34
29-10-2018,10250.85,24.65,1.31
30-10-2018,10198.4,24.55,1.32
31-10-2018,10386.6,25,1.27
01-11-2018,10380.45,24.98,1.27
02-11-2018,10553,25.4,1.25
05-11-2018,10524,25.33,1.26
06-11-2018,10530,25.32,1.26
07-11-2018,10598.85,25.49,1.25
09-11-2018,10585.2,25.46,1.25
12-11-2018,10482.2,25.21,1.26
13-11-2018,10582.5,25.45,1.25
14-11-2018,10576.3,25.43,1.25
15-11-2018,10616.7,25.53,1.25
16-11-2018,10682.2,25.69,1.24
19-11-2018,10763.4,25.88,1.23
20-11-2018,10656.2,25.62,1.25
21-11-2018,10600.05,25.55,1.25
22-11-2018,10526.75,25.43,1.26
26-11-2018,10628.6,25.71,1.25
27-11-2018,10685.6,25.85,1.24
28-11-2018,10728.85,25.96,1.24
29-11-2018,10858.7,26.27,1.22
30-11-2018,10876.75,26.31,1.22
03-12-2018,10883.75,26.33,1.22
04-12-2018,10869.5,26.3,1.22
05-12-2018,10782.9,26.09,1.23
06-12-2018,10601.15,25.65,1.25
07-12-2018,10693.7,25.87,1.24
10-12-2018,10488.45,25.37,1.27
11-12-2018,10549.15,25.52,1.26
12-12-2018,10737.6,25.98,1.24
13-12-2018,10791.55,26.11,1.23
14-12-2018,10805.45,26.14,1.23
17-12-2018,10888.35,26.34,1.22
18-12-2018,10908.7,26.39,1.22
19-12-2018,10967.3,26.53,1.21
20-12-2018,10951.7,26.5,1.21
21-12-2018,10754,26.02,1.24
24-12-2018,10663.5,25.8,1.25
26-12-2018,10729.85,25.96,1.24
27-12-2018,10779.8,26.08,1.23
28-12-2018,10859.9,26.16,1.24
31-12-2018,10862.55,26.17,1.24
01-01-2019,10910.1,26.28,1.24
02-01-2019,10792.5,26,1.25
03-01-2019,10672.25,25.71,1.26
04-01-2019,10727.35,25.84,1.26
07-01-2019,10771.8,25.95,1.25
08-01-2019,10802.15,26.02,1.25
09-01-2019,10855.15,26.15,1.24
10-01-2019,10821.6,26.07,1.25
11-01-2019,10794.95,26,1.25
14-01-2019,10737.6,25.8,1.26
15-01-2019,10886.8,26.16,1.24
16-01-2019,10890.3,26.17,1.24
17-01-2019,10905.2,26.21,1.24
18-01-2019,10906.95,26.19,1.24
21-01-2019,10961.85,26.29,1.23
22-01-2019,10922.75,26.54,1.24
23-01-2019,10831.5,26.32,1.25
24-01-2019,10849.8,26.31,1.24
25-01-2019,10780.55,26.14,1.25
28-01-2019,10661.55,25.85,1.27
29-01-2019,10652.2,25.84,1.27
30-01-2019,10651.8,25.84,1.27
31-01-2019,10830.95,26.26,1.25
01-02-2019,10893.65,26.4,1.24
04-02-2019,10912.25,27.02,1.24
05-02-2019,10934.35,27.07,1.23
06-02-2019,11062.45,27.39,1.22
07-02-2019,11069.4,27.41,1.22
08-02-2019,10943.6,27.1,1.23
11-02-2019,10888.8,26.96,1.24
12-02-2019,10831.4,26.84,1.25
13-02-2019,10793.65,26.6,1.25
14-02-2019,10746.05,26.58,1.26
15-02-2019,10724.4,26.53,1.26
18-02-2019,10640.95,26.32,1.27
19-02-2019,10604.35,26.23,1.27
20-02-2019,10735.45,26.5,1.26
21-02-2019,10789.85,26.31,1.25
22-02-2019,10791.65,26.32,1.25
25-02-2019,10880.1,26.53,1.24
26-02-2019,10835.3,26.43,1.25
27-02-2019,10806.65,26.36,1.25
28-02-2019,10792.5,26.32,1.25
01-03-2019,10863.5,26.49,1.24
05-03-2019,10987.45,26.93,1.23
06-03-2019,11053,27.09,1.22
07-03-2019,11058.2,27.11,1.22
08-03-2019,11035.4,27.05,1.22
11-03-2019,11168.05,27.38,1.21
12-03-2019,11301.2,27.7,1.19
13-03-2019,11341.7,27.8,1.19
14-03-2019,11343.25,27.81,1.19
15-03-2019,11426.85,28.01,1.18
18-03-2019,11462.2,28.1,1.18
19-03-2019,11532.4,28.27,1.17
20-03-2019,11521.05,28.24,1.17
22-03-2019,11456.9,28.08,1.18
25-03-2019,11354.25,27.83,1.19
26-03-2019,11483.25,28.15,1.18
27-03-2019,11445.05,28.05,1.18
28-03-2019,11570,28.36,1.17
29-03-2019,11623.9,29.01,1.13
01-04-2019,11669.15,29.13,1.13
02-04-2019,11713.2,29.24,1.12
03-04-2019,11643.95,29.06,1.13
04-04-2019,11598,28.95,1.14
05-04-2019,11665.95,29.12,1.13
08-04-2019,11604.5,28.96,1.14
09-04-2019,11671.95,29.13,1.13
10-04-2019,11584.3,28.91,1.14
11-04-2019,11596.7,28.94,1.14
12-04-2019,11643.45,29.06,1.13
15-04-2019,11690.35,29.18,1.13
16-04-2019,11787.15,29.42,1.12
18-04-2019,11752.8,29.33,1.12
22-04-2019,11594.45,28.94,1.14
23-04-2019,11575.95,28.94,1.14
24-04-2019,11726.15,29.27,1.12
25-04-2019,11641.8,29.06,1.13
26-04-2019,11754.65,29.34,1.12
30-04-2019,11748.15,29.33,1.12
02-05-2019,11724.75,29.27,1.12
03-05-2019,11712.25,29.24,1.12
06-05-2019,11598.25,28.95,1.13
07-05-2019,11497.9,28.73,1.14
08-05-2019,11359.45,28.38,1.16
09-05-2019,11301.8,28.24,1.16
10-05-2019,11278.9,28.14,1.17
13-05-2019,11148.2,27.8,1.18
14-05-2019,11222.05,27.98,1.17
15-05-2019,11157,27.82,1.18
16-05-2019,11257.1,28.07,1.17
17-05-2019,11407.15,28.44,1.15
20-05-2019,11828.25,29.48,1.11
21-05-2019,11709.1,29.18,1.12
22-05-2019,11737.9,29.22,1.12
23-05-2019,11657.05,29.02,1.13
24-05-2019,11844.1,29.44,1.11
27-05-2019,11924.75,29.68,1.22
28-05-2019,11928.75,29.69,1.22
29-05-2019,11861.1,29.44,1.23
30-05-2019,11945.9,29.65,1.22
31-05-2019,11922.8,29.49,1.22
03-06-2019,12088.55,29.9,1.2
04-06-2019,12021.65,29.73,1.21
06-06-2019,11843.75,29.29,1.23
07-06-2019,11870.65,29.36,1.23
10-06-2019,11922.7,29.49,1.22
11-06-2019,11965.6,29.59,1.22
12-06-2019,11906.2,29.45,1.22
13-06-2019,11914.05,29.46,1.22
14-06-2019,11823.3,29.24,1.23
17-06-2019,11672.15,28.87,1.25
18-06-2019,11691.5,28.91,1.25
19-06-2019,11691.45,28.91,1.25
20-06-2019,11831.75,29.26,1.23
21-06-2019,11724.1,28.99,1.24
24-06-2019,11699.65,28.93,1.25
25-06-2019,11796.45,29.17,1.24
26-06-2019,11847.55,29.09,1.23
27-06-2019,11841.55,29.07,1.23
28-06-2019,11788.85,28.98,1.24
01-07-2019,11865.6,29.17,1.23
02-07-2019,11910.3,29.28,1.23
03-07-2019,11916.75,29.3,1.23
04-07-2019,11946.75,29.37,1.23
05-07-2019,11811.15,29.04,1.24
08-07-2019,11558.6,28.42,1.27
09-07-2019,11555.9,28.41,1.27
10-07-2019,11498.9,28.2,1.27
11-07-2019,11582.9,28.4,1.26
12-07-2019,11552.5,28.33,1.29
15-07-2019,11588.35,28.33,1.29
16-07-2019,11662.6,28.51,1.28
17-07-2019,11687.5,28.58,1.28
18-07-2019,11596.9,28.35,1.29
19-07-2019,11419.25,27.92,1.31
22-07-2019,11346.2,27.81,1.31
23-07-2019,11331.05,27.77,1.31
24-07-2019,11271.3,27.62,1.32
25-07-2019,11252.15,27.57,1.32
26-07-2019,11284.3,27.73,1.32
29-07-2019,11189.2,27.6,1.33
30-07-2019,11085.4,27.34,1.34
31-07-2019,11118,27.42,1.33
01-08-2019,10980,27.05,1.35
02-08-2019,10997.35,27.09,1.34
05-08-2019,10862.6,26.76,1.36
06-08-2019,10948.25,26.97,1.35
07-08-2019,10855.5,26.74,1.36
08-08-2019,11032.45,27.2,1.34
09-08-2019,11109.65,27.41,1.33
13-08-2019,10925.85,27.03,1.35
14-08-2019,11029.4,27.24,1.34
16-08-2019,11047.8,27.33,1.34
19-08-2019,11053.9,27.35,1.34
20-08-2019,11017,27.26,1.34
21-08-2019,10918.7,27.01,1.35
22-08-2019,10741.35,26.57,1.38
23-08-2019,10829.35,26.79,1.36
26-08-2019,11057.85,27.36,1.34
27-08-2019,11105.35,27.47,1.33
28-08-2019,11046.1,27.33,1.34
29-08-2019,10948.3,27.09,1.35
30-08-2019,11023.25,27.27,1.39
03-09-2019,10797.9,26.54,1.42
04-09-2019,10844.65,26.61,1.42
05-09-2019,10847.9,26.67,1.41
06-09-2019,10946.2,26.91,1.4
09-09-2019,11003.05,27.05,1.39
11-09-2019,11035.7,27.13,1.39
12-09-2019,10982.8,27,1.4
13-09-2019,11075.9,27.23,1.39
16-09-2019,11003.5,27.06,1.39
17-09-2019,10817.6,26.6,1.42
18-09-2019,10840.65,26.66,1.42
19-09-2019,10704.8,26.32,1.43
20-09-2019,11274.2,27.72,1.36
23-09-2019,11600.2,28.52,1.32
24-09-2019,11588.2,28.49,1.32
25-09-2019,11440.2,25.92,1.34
26-09-2019,11571.2,26.22,1.33
27-09-2019,11512.4,26.52,1.3
30-09-2019,11474.45,26.44,1.31
01-10-2019,11359.9,26.17,1.32
03-10-2019,11314,26.07,1.32
04-10-2019,11174.75,25.75,1.34
07-10-2019,11126.4,25.64,1.35
09-10-2019,11313.3,26.13,1.32
10-10-2019,11234.55,25.95,1.33
11-10-2019,11305.05,26.11,1.32
14-10-2019,11341.15,26.2,1.32
15-10-2019,11428.3,26.4,1.31
16-10-2019,11464,26.48,1.3
17-10-2019,11586.35,26.76,1.29
18-10-2019,11661.85,26.94,1.28
22-10-2019,11588.35,26.71,1.29
23-10-2019,11604.1,26.75,1.29
24-10-2019,11582.6,26.7,1.29
25-10-2019,11583.9,26.7,1.29
27-10-2019,11627.15,26.8,1.29
29-10-2019,11786.85,27.17,1.27
30-10-2019,11844.1,27.3,1.26
31-10-2019,11877.45,27.38,1.26
01-11-2019,11890.6,27.47,1.26
04-11-2019,11941.3,27.59,1.25
05-11-2019,11917.2,27.59,1.25
06-11-2019,11966.05,27.71,1.25
07-11-2019,12012.05,27.75,1.24
08-11-2019,11908.15,27.51,1.25
11-11-2019,11913.45,27.52,1.25
13-11-2019,11840.45,27.31,1.26
14-11-2019,11872.1,27.38,1.26
15-11-2019,11895.45,27.32,1.26
18-11-2019,11884.5,27.29,1.26
19-11-2019,11940.1,27.31,1.25
20-11-2019,11999.1,27.23,1.24
21-11-2019,11968.4,27.89,1.25
22-11-2019,11914.4,27.77,1.25
25-11-2019,12073.75,28.14,1.24
26-11-2019,12037.7,28.05,1.24
27-11-2019,12100.7,28.2,1.23
28-11-2019,12151.15,28.32,1.23
29-11-2019,12056.05,28.1,1.24
02-12-2019,12048.2,28.08,1.24
03-12-2019,11994.2,27.95,1.25
04-12-2019,12043.2,28.07,1.24
05-12-2019,12018.4,28.01,1.24
06-12-2019,11921.5,27.78,1.25
09-12-2019,11937.5,27.82,1.25
10-12-2019,11856.8,27.63,1.26
11-12-2019,11910.15,27.76,1.25
12-12-2019,11971.8,27.9,1.25
13-12-2019,12086.7,28.17,1.24
16-12-2019,12053.95,28.09,1.24
17-12-2019,12165,28.35,1.23
18-12-2019,12221.65,28.48,1.22
19-12-2019,12259.7,28.57,1.22
20-12-2019,12271.8,28.6,1.22
23-12-2019,12262.75,28.58,1.22
24-12-2019,12214.55,28.47,1.22
26-12-2019,12126.55,28.26,1.23
27-12-2019,12245.8,28.48,1.23
30-12-2019,12255.85,28.5,1.23
31-12-2019,12168.45,28.3,1.24
01-01-2020,12182.5,28.33,1.24
02-01-2020,12282.2,28.56,1.23
03-01-2020,12226.65,28.44,1.23
06-01-2020,11993.05,27.89,1.26
07-01-2020,12052.95,28.03,1.25
08-01-2020,12025.35,27.97,1.25
09-01-2020,12215.9,28.41,1.23
10-01-2020,12256.8,28.51,1.23
13-01-2020,12329.55,28.67,1.22
14-01-2020,12362.3,28.67,1.22
15-01-2020,12343.3,28.63,1.22
16-01-2020,12355.5,28.62,1.24
17-01-2020,12352.35,28.61,1.24
20-01-2020,12224.55,28,1.25
21-01-2020,12169.85,27.84,1.25
22-01-2020,12106.9,27.73,1.26
23-01-2020,12180.35,27.88,1.25
24-01-2020,12248.25,28.1,1.24
27-01-2020,12119,27.73,1.25
28-01-2020,12055.8,26.65,1.26
29-01-2020,12129.5,26.81,1.26
30-01-2020,12035.8,26.57,1.27
31-01-2020,11962.1,26.41,1.27
01-02-2020,11661.85,25.75,1.31
03-02-2020,11707.9,25.9,1.3
04-02-2020,11979.65,26.57,1.27
05-02-2020,12089.15,27.05,1.26
06-02-2020,12137.95,27.16,1.26
07-02-2020,12098.35,27.03,1.26
10-02-2020,12031.5,26.89,1.27
11-02-2020,12107.9,27.21,1.26
12-02-2020,12201.2,27.65,1.25
13-02-2020,12174.65,27.59,1.25
14-02-2020,12113.45,27.45,1.26
17-02-2020,12045.8,27.42,1.27
18-02-2020,11992.5,27.29,1.27
19-02-2020,12125.9,27.6,1.26
20-02-2020,12080.85,27.5,1.26
24-02-2020,11829.4,26.92,1.29
25-02-2020,11797.9,26.85,1.29
26-02-2020,11678.5,26.58,1.3
27-02-2020,11633.3,26.48,1.31
28-02-2020,11201.75,25.49,1.36
02-03-2020,11132.75,25.34,1.37
03-03-2020,11303.3,25.73,1.35
04-03-2020,11251,25.61,1.35
05-03-2020,11269,25.65,1.35
06-03-2020,10989.45,25.01,1.39
09-03-2020,10451.45,23.79,1.46
11-03-2020,10458.4,23.8,1.46
12-03-2020,9590.15,21.83,1.59
13-03-2020,9955.2,22.66,1.53
16-03-2020,9197.4,20.93,1.66
17-03-2020,8967.05,20.41,1.7
18-03-2020,8468.8,19.27,1.8
19-03-2020,8263.45,18.63,1.84
20-03-2020,8745.45,19.72,1.74
23-03-2020,7610.25,17.15,2
24-03-2020,7801.05,17.58,1.95
25-03-2020,8317.85,18.74,1.83
26-03-2020,8641.45,19.47,1.76
27-03-2020,8660.25,19.52,1.76
30-03-2020,8281.1,18.66,1.84
31-03-2020,8597.75,19.38,1.77
01-04-2020,8253.8,18.6,1.84
03-04-2020,8083.8,18.22,1.88
07-04-2020,8792.2,19.81,1.73
08-04-2020,8748.75,19.72,1.74
09-04-2020,9111.9,20.53,1.67
13-04-2020,8993.85,20.27,1.69
15-04-2020,8925.3,20.11,1.7
16-04-2020,8992.8,20.25,1.69
17-04-2020,9266.75,20.85,1.64
20-04-2020,9261.85,20.75,1.64
21-04-2020,8981.45,20.1,1.69
22-04-2020,9187.3,20.56,1.66
23-04-2020,9313.9,20.84,1.63
24-04-2020,9154.4,20.48,1.66
27-04-2020,9282.3,20.77,1.64
28-04-2020,9380.9,21,1.62
29-04-2020,9553.35,21.65,1.59
30-04-2020,9859.9,22.35,1.54
04-05-2020,9293.5,21.39,1.64
05-05-2020,9205.6,21.19,1.65
