IndexName,Date,Price,P/E,P/B,Dividend Yield,Changes,Normalized Price,Standardized Price,Moving Average,,,,,,,
NIFTY 50,26-03-2019,11483.25,28.15,3.62,1.18,1.14%,0.39404982,0.382795681,11469.57,,,,,,,
NIFTY 50,27-03-2019,11445.05,28.05,3.61,1.18,-0.33%,0.39247868,0.376211903,11452.1,,,,,,,
NIFTY 50,28-03-2019,11570,28.36,3.65,1.17,1.09%,0.397617789,0.397747061,11461.89,,,,,,,
NIFTY 50,29-03-2019,11623.9,29.01,3.71,1.13,0.47%,0.39983466,0.407036737,11495.29,,,,,,,
NIFTY 50,01-04-2019,11669.15,29.13,3.72,1.13,0.39%,0.401695762,0.414835584,11558.27,,,,,,,
NIFTY 50,02-04-2019,11713.2,29.24,3.74,1.12,0.38%,0.403507509,0.422427611,11604.26,,,,,,,
NIFTY 50,03-04-2019,11643.95,29.06,3.72,1.13,-0.59%,0.400659303,0.410492359,11644.04,,,,,,,
NIFTY 50,04-04-2019,11598,28.95,3.7,1.14,-0.39%,0.39876941,0.402572867,11649.64,,,,,,,
NIFTY 50,05-04-2019,11665.95,29.12,3.72,1.13,0.59%,0.401564148,0.414284063,11658.05,,,,,,,
NIFTY 50,08-04-2019,11604.5,28.96,3.7,1.14,-0.53%,0.399036751,0.403693143,11645.12,,,,,,,
NIFTY 50,09-04-2019,11671.95,29.13,3.72,1.13,0.58%,0.401810924,0.415318165,11636.87,,,,,,,
NIFTY 50,10-04-2019,11584.3,28.91,3.7,1.14,-0.75%,0.398205939,0.400211669,11624.94,,,,,,,
NIFTY 50,11-04-2019,11596.7,28.94,3.7,1.14,0.11%,0.398715942,0.402348812,11624.68,,,,,,,
NIFTY 50,12-04-2019,11643.45,29.06,3.72,1.13,0.40%,0.400638738,0.410406184,11620.18,,,,,,,
NIFTY 50,15-04-2019,11690.35,29.18,3.73,1.13,0.40%,0.402567704,0.418489408,11637.35,,,,,,,
NIFTY 50,16-04-2019,11787.15,29.42,3.76,1.12,0.83%,0.406549023,0.435172908,11660.39,,,,,,,
NIFTY 50,18-04-2019,11752.8,29.33,3.75,1.12,-0.29%,0.405136231,0.429252679,11694.09,,,,,,,
NIFTY 50,22-04-2019,11594.45,28.94,3.7,1.14,-1.35%,0.398623401,0.401961024,11693.64,,,,,,,
NIFTY 50,23-04-2019,11575.95,28.94,3.7,1.14,-0.16%,0.397862509,0.398772545,11680.14,,,,,,,
NIFTY 50,24-04-2019,11726.15,29.27,3.75,1.12,1.30%,0.404040134,0.424659546,11687.3,,,,,,,
NIFTY 50,25-04-2019,11641.8,29.06,3.72,1.13,-0.72%,0.400570875,0.410121806,11658.23,,,,,,,
NIFTY 50,26-04-2019,11754.65,29.34,3.76,1.12,0.97%,0.40521232,0.429571527,11658.6,,,,,,,
NIFTY 50,30-04-2019,11748.15,29.33,3.76,1.12,-0.06%,0.404944979,0.42845125,11689.34,,,,,,,
NIFTY 50,02-05-2019,11724.75,29.27,3.75,1.12,-0.20%,0.403982553,0.424418255,11719.1,,,,,,,
NIFTY 50,03-05-2019,11712.25,29.24,3.74,1.12,-0.11%,0.403468436,0.422263878,11716.32,,,,,,,
NIFTY 50,06-05-2019,11598.25,28.95,3.71,1.13,-0.97%,0.398779693,0.402615955,11707.61,,,,,,,
NIFTY 50,07-05-2019,11497.9,28.73,3.68,1.14,-0.87%,0.394652365,0.385320612,11656.26,,,,,,,
NIFTY 50,08-05-2019,11359.45,28.38,3.63,1.16,-1.20%,0.388958009,0.361458726,11578.52,,,,,,,
NIFTY 50,09-05-2019,11301.8,28.24,3.61,1.16,-0.51%,0.386586903,0.351522737,11493.93,,,,,,,
NIFTY 50,10-05-2019,11278.9,28.14,3.61,1.17,-0.20%,0.385645042,0.347575917,11407.26,,,,,,,
NIFTY 50,13-05-2019,11148.2,27.8,3.56,1.18,-1.16%,0.380269438,0.325049746,11317.25,,,,,,,
NIFTY 50,14-05-2019,11222.05,27.98,3.59,1.17,0.66%,0.383306839,0.337777808,11262.08,,,,,,,
NIFTY 50,15-05-2019,11157,27.82,3.57,1.18,-0.58%,0.380631376,0.326566427,11221.59,,,,,,,
NIFTY 50,16-05-2019,11257.1,28.07,3.6,1.17,0.90%,0.384748422,0.343818683,11212.65,,,,,,,
NIFTY 50,17-05-2019,11407.15,28.44,3.65,1.15,1.33%,0.390919878,0.369679831,11238.3,,,,,,,
NIFTY 50,20-05-2019,11828.25,29.48,3.78,1.11,3.69%,0.408239439,0.442256502,11374.31,,,,,,,
NIFTY 50,21-05-2019,11709.1,29.18,3.74,1.12,-1.01%,0.403338879,0.421720975,11471.72,,,,,,,
NIFTY 50,22-05-2019,11737.9,29.22,3.75,1.12,0.25%,0.404523404,0.426684661,11587.9,,,,,,,
NIFTY 50,23-05-2019,11657.05,29.02,3.73,1.13,-0.69%,0.401198097,0.412750147,11667.89,,,,,,,
NIFTY 50,24-05-2019,11844.1,29.44,3.79,1.11,1.60%,0.408891338,0.444988252,11755.28,,,,,,,
NIFTY 50,27-05-2019,11924.75,29.68,3.81,1.22,0.68%,0.412208419,0.458888296,11774.58,,,,,,,
NIFTY 50,28-05-2019,11928.75,29.69,3.81,1.22,0.03%,0.412372936,0.459577697,11818.51,,,,,,,
NIFTY 50,29-05-2019,11861.1,29.44,3.79,1.23,-0.57%,0.409590537,0.447918206,11843.15,,,,,,,
NIFTY 50,30-05-2019,11945.9,29.65,3.82,1.22,0.71%,0.413078304,0.462533503,11900.92,,,,,,,
NIFTY 50,31-05-2019,11922.8,29.49,3.81,1.22,-0.19%,0.412128217,0.458552213,11916.66,,,,,,,
NIFTY 50,03-06-2019,12088.55,29.9,3.86,1.2,1.39%,0.418945403,0.48711926,11949.42,,,,,,,
NIFTY 50,04-06-2019,12021.65,29.73,3.84,1.21,-0.55%,0.416193851,0.475589031,11968,,,,,,,
NIFTY 50,06-06-2019,11843.75,29.29,3.79,1.23,-1.48%,0.408876943,0.44492793,11964.53,,,,,,,
NIFTY 50,07-06-2019,11870.65,29.36,3.79,1.23,0.23%,0.409983322,0.44956415,11949.48,,,,,,,
NIFTY 50,10-06-2019,11922.7,29.49,3.81,1.22,0.44%,0.412124104,0.458534978,11949.46,,,,,,,
NIFTY 50,11-06-2019,11965.6,29.59,3.82,1.22,0.36%,0.413888552,0.465928802,11924.87,,,,,,,
NIFTY 50,12-06-2019,11906.2,29.45,3.81,1.22,-0.50%,0.41144547,0.4556912,11901.78,,,,,,,
NIFTY 50,13-06-2019,11914.05,29.46,3.81,1.22,0.07%,0.411768335,0.457044149,11915.84,,,,,,,
NIFTY 50,14-06-2019,11823.3,29.24,3.77,1.23,-0.76%,0.408035848,0.441403368,11906.37,,,,,,,
NIFTY 50,17-06-2019,11672.15,28.87,3.73,1.25,-1.28%,0.40181915,0.415352635,11856.26,,,,,,,
NIFTY 50,18-06-2019,11691.5,28.91,3.73,1.25,0.17%,0.402615003,0.418687611,11801.44,,,,,,,
NIFTY 50,19-06-2019,11691.45,28.91,3.73,1.25,0.00%,0.402612946,0.418678994,11758.49,,,,,,,
NIFTY 50,20-06-2019,11831.75,29.26,3.78,1.23,1.20%,0.408383391,0.442859727,11742.03,,,,,,,
NIFTY 50,21-06-2019,11724.1,28.99,3.74,1.24,-0.91%,0.403955819,0.424306228,11722.19,,,,,,,
NIFTY 50,24-06-2019,11699.65,28.93,3.74,1.25,-0.21%,0.402950207,0.420092265,11727.69,,,,,,,
NIFTY 50,25-06-2019,11796.45,29.17,3.77,1.24,0.83%,0.406931526,0.436775765,11748.68,,,,,,,
NIFTY 50,26-06-2019,11847.55,29.09,3.78,1.23,0.43%,0.409033235,0.44558286,11779.9,,,,,,,
NIFTY 50,27-06-2019,11841.55,29.07,3.78,1.23,-0.05%,0.408786459,0.444548759,11781.86,,,,,,,
NIFTY 50,28-06-2019,11788.85,28.98,3.71,1.24,-0.45%,0.406618943,0.435465903,11794.81,,,,,,,
NIFTY 50,01-07-2019,11865.6,29.17,3.73,1.23,0.65%,0.409775619,0.448693782,11828,,,,,,,
NIFTY 50,02-07-2019,11910.3,29.28,3.75,1.23,0.38%,0.4116141,0.456397836,11850.77,,,,,,,
NIFTY 50,03-07-2019,11916.75,29.3,3.75,1.23,0.05%,0.411879384,0.457509495,11864.61,,,,,,,
NIFTY 50,04-07-2019,11946.75,29.37,3.76,1.23,0.25%,0.413113264,0.462680001,11885.65,,,,,,,
NIFTY 50,05-07-2019,11811.15,29.04,3.72,1.24,-1.14%,0.407536127,0.439309313,11890.11,,,,,,,
NIFTY 50,08-07-2019,11558.6,28.42,3.64,1.27,-2.14%,0.397148915,0.395782269,11828.71,,,,,,,
NIFTY 50,09-07-2019,11555.9,28.41,3.64,1.27,-0.02%,0.397037866,0.395316924,11757.83,,,,,,,
NIFTY 50,10-07-2019,11498.9,28.2,3.62,1.27,-0.49%,0.394693494,0.385492962,11674.26,,,,,,,
NIFTY 50,11-07-2019,11582.9,28.4,3.64,1.26,0.73%,0.398148358,0.399970379,11601.49,,,,,,,
NIFTY 50,12-07-2019,11552.5,28.33,3.61,1.29,-0.26%,0.396898026,0.394730933,11549.76,,,,,,,
NIFTY 50,15-07-2019,11588.35,28.33,3.62,1.29,0.31%,0.398372512,0.400909688,11555.71,,,,,,,
NIFTY 50,16-07-2019,11662.6,28.51,3.64,1.28,0.64%,0.401426365,0.41370669,11577.05,,,,,,,
NIFTY 50,17-07-2019,11687.5,28.58,3.65,1.28,0.21%,0.402450485,0.41799821,11614.77,,,,,,,
NIFTY 50,18-07-2019,11596.9,28.35,3.62,1.29,-0.78%,0.398724168,0.402383282,11617.57,,,,,,,
NIFTY 50,19-07-2019,11419.25,27.92,3.57,1.31,-1.53%,0.391417543,0.371765268,11590.92,,,,,,,
NIFTY 50,22-07-2019,11346.2,27.81,3.55,1.31,-0.64%,0.388413045,0.359175086,11542.49,,,,,,,
NIFTY 50,23-07-2019,11331.05,27.77,3.55,1.31,-0.13%,0.387789936,0.35656398,11476.18,,,,,,,
NIFTY 50,24-07-2019,11271.3,27.62,3.53,1.32,-0.53%,0.385332459,0.346266056,11392.94,,,,,,,
NIFTY 50,25-07-2019,11252.15,27.57,3.52,1.32,-0.17%,0.384544832,0.342965549,11323.99,,,,,,,
NIFTY 50,26-07-2019,11284.3,27.73,3.53,1.32,0.29%,0.38586714,0.348506608,11297,,,,,,,
NIFTY 50,29-07-2019,11189.2,27.6,3.5,1.33,-0.84%,0.381955741,0.332116104,11265.6,,,,,,,
NIFTY 50,30-07-2019,11085.4,27.34,3.47,1.34,-0.93%,0.377686516,0.314226153,11216.47,,,,,,,
NIFTY 50,31-07-2019,11118,27.42,3.45,1.33,0.29%,0.379027332,0.319844769,11185.81,,,,,,,
NIFTY 50,01-08-2019,10980,27.05,3.41,1.35,-1.24%,0.373351485,0.296060441,11131.38,,,,,,,
NIFTY 50,02-08-2019,10997.35,27.09,3.42,1.34,0.16%,0.374065079,0.299050717,11073.99,,,,,,,
NIFTY 50,05-08-2019,10862.6,26.76,3.37,1.36,-1.23%,0.368522902,0.275826527,11008.67,,,,,,,
NIFTY 50,06-08-2019,10948.25,26.97,3.4,1.35,0.79%,0.372045629,0.290588322,10981.24,,,,,,,
NIFTY 50,07-08-2019,10855.5,26.74,3.37,1.36,-0.85%,0.368230884,0.274602841,10928.74,,,,,,,
NIFTY 50,08-08-2019,11032.45,27.2,3.43,1.34,1.63%,0.375508718,0.305100209,10939.23,,,,,,,
NIFTY 50,09-08-2019,11109.65,27.41,3.45,1.33,0.70%,0.378683903,0.318405645,10961.69,,,,,,,
NIFTY 50,13-08-2019,10925.85,27.03,3.39,1.35,-1.65%,0.371124332,0.286727678,10974.34,,,,,,,
NIFTY 50,14-08-2019,11029.4,27.24,3.43,1.34,0.95%,0.375383274,0.304574541,10990.57,,,,,,,
NIFTY 50,16-08-2019,11047.8,27.33,3.43,1.34,0.17%,0.376140054,0.307745785,11029.03,,,,,,,
NIFTY 50,19-08-2019,11053.9,27.35,3.43,1.34,0.06%,0.376390942,0.308797121,11033.32,,,,,,,
NIFTY 50,20-08-2019,11017,27.26,3.42,1.34,-0.33%,0.37487327,0.302437399,11014.79,,,,,,,
NIFTY 50,21-08-2019,10918.7,27.01,3.39,1.35,-0.89%,0.370830257,0.285495374,11013.36,,,,,,,
NIFTY 50,22-08-2019,10741.35,26.57,3.34,1.38,-1.62%,0.363535971,0.254929065,10955.75,,,,,,,
NIFTY 50,23-08-2019,10829.35,26.79,3.36,1.36,0.82%,0.367155352,0.270095883,10912.06,,,,,,,
NIFTY 50,26-08-2019,11057.85,27.36,3.43,1.34,2.11%,0.376553403,0.309477905,10912.85,,,,,,,
NIFTY 50,27-08-2019,11105.35,27.47,3.45,1.33,0.43%,0.378507046,0.317664539,10930.52,,,,,,,
NIFTY 50,28-08-2019,11046.1,27.33,3.43,1.34,-0.53%,0.376070134,0.30745279,10956,,,,,,,
NIFTY 50,29-08-2019,10948.3,27.09,3.4,1.35,-0.89%,0.372047685,0.29059694,10997.39,,,,,,,
NIFTY 50,30-08-2019,11023.25,27.27,3.35,1.39,0.68%,0.375130329,0.303514588,11036.17,,,,,,,
NIFTY 50,03-09-2019,10797.9,26.54,3.28,1.42,-2.04%,0.365861834,0.264675469,10984.18,,,,,,,
NIFTY 50,04-09-2019,10844.65,26.61,3.29,1.42,0.43%,0.36778463,0.272732841,10932.04,,,,,,,
NIFTY 50,05-09-2019,10847.9,26.67,3.29,1.41,0.03%,0.367918301,0.273292979,10892.4,,,,,,,
NIFTY 50,06-09-2019,10946.2,26.91,3.32,1.4,0.91%,0.371961314,0.290235004,10891.98,,,,,,,
NIFTY 50,09-09-2019,11003.05,27.05,3.34,1.39,0.52%,0.374299516,0.300033113,10887.94,,,,,,,
NIFTY 50,11-09-2019,11035.7,27.13,3.35,1.39,0.30%,0.375642389,0.305660348,10935.5,,,,,,,
NIFTY 50,12-09-2019,10982.8,27,3.34,1.4,-0.48%,0.373466647,0.296543022,10963.13,,,,,,,
NIFTY 50,13-09-2019,11075.9,27.23,3.36,1.39,0.85%,0.377295788,0.312588826,11008.73,,,,,,,
NIFTY 50,16-09-2019,11003.5,27.06,3.34,1.39,-0.65%,0.374318024,0.300110671,11020.19,,,,,,,
NIFTY 50,17-09-2019,10817.6,26.6,3.29,1.42,-1.69%,0.366672082,0.268070768,10983.1,,,,,,,
NIFTY 50,18-09-2019,10840.65,26.66,3.29,1.42,0.21%,0.367620113,0.27204344,10944.09,,,,,,,
NIFTY 50,19-09-2019,10704.8,26.32,3.25,1.43,-1.25%,0.362032694,0.248629665,10888.49,,,,,,,
NIFTY 50,20-09-2019,11274.2,27.72,3.42,1.36,5.32%,0.385451734,0.346765871,10928.15,,,,,,,
NIFTY 50,23-09-2019,11600.2,28.52,3.52,1.32,2.89%,0.398859895,0.402952038,11047.49,,,,,,,
NIFTY 50,24-09-2019,11588.2,28.49,3.52,1.32,-0.10%,0.398366343,0.400883835,11201.61,,,,,,,
NIFTY 50,25-09-2019,11440.2,25.92,3.47,1.34,-1.28%,0.392279202,0.375376005,11321.52,,,,,,,
NIFTY 50,26-09-2019,11571.2,26.22,3.51,1.33,1.15%,0.397667144,0.397953882,11494.8,,,,,,,
NIFTY 50,27-09-2019,11512.4,26.52,3.55,1.3,-0.51%,0.39524874,0.38781969,11542.44,,,,,,,
NIFTY 50,30-09-2019,11474.45,26.44,3.53,1.31,-0.33%,0.393687882,0.381278999,11517.29,,,,,,,
NIFTY 50,01-10-2019,11359.9,26.17,3.5,1.32,-1.00%,0.388976517,0.361536284,11471.63,,,,,,,
NIFTY 50,03-10-2019,11314,26.07,3.48,1.32,-0.40%,0.387088681,0.353625409,11446.39,,,,,,,
NIFTY 50,04-10-2019,11174.75,25.75,3.44,1.34,-1.23%,0.381361422,0.329625643,11367.1,,,,,,,
NIFTY 50,07-10-2019,11126.4,25.64,3.43,1.35,-0.43%,0.379372819,0.321292511,11289.9,,,,,,,
NIFTY 50,09-10-2019,11313.3,26.13,3.49,1.32,1.68%,0.38705989,0.353504764,11257.67,,,,,,,
NIFTY 50,10-10-2019,11234.55,25.95,3.47,1.33,-0.70%,0.383820956,0.339932186,11232.6,,,,,,,
NIFTY 50,11-10-2019,11305.05,26.11,3.49,1.32,0.63%,0.386720574,0.352082875,11230.81,,,,,,,
NIFTY 50,14-10-2019,11341.15,26.2,3.5,1.32,0.32%,0.388205342,0.358304717,11264.09,,,,,,,
NIFTY 50,15-10-2019,11428.3,26.4,3.53,1.31,0.77%,0.391789763,0.373325038,11324.47,,,,,,,
NIFTY 50,16-10-2019,11464,26.48,3.54,1.3,0.31%,0.39325808,0.37947794,11354.61,,,,,,,
NIFTY 50,17-10-2019,11586.35,26.76,3.58,1.29,1.07%,0.398290254,0.400564987,11424.97,,,,,,,
NIFTY 50,18-10-2019,11661.85,26.94,3.6,1.28,0.65%,0.401395518,0.413577428,11496.33,,,,,,,
NIFTY 50,22-10-2019,11588.35,26.71,3.58,1.29,-0.63%,0.398372512,0.400909688,11545.77,,,,,,,
NIFTY 50,23-10-2019,11604.1,26.75,3.58,1.29,0.14%,0.399020299,0.403624203,11580.93,,,,,,,
NIFTY 50,24-10-2019,11582.6,26.7,3.58,1.29,-0.19%,0.398136019,0.399918674,11604.65,,,,,,,
NIFTY 50,25-10-2019,11583.9,26.7,3.58,1.29,0.01%,0.398189487,0.400142729,11604.16,,,,,,,
NIFTY 50,27-10-2019,11627.15,26.8,3.59,1.29,0.37%,0.39996833,0.407596876,11597.22,,,,,,,
NIFTY 50,29-10-2019,11786.85,27.17,3.64,1.27,1.37%,0.406536684,0.435121203,11636.92,,,,,,,
NIFTY 50,30-10-2019,11844.1,27.3,3.66,1.26,0.49%,0.408891338,0.444988252,11684.92,,,,,,,
NIFTY 50,31-10-2019,11877.45,27.38,3.67,1.26,0.28%,0.410263001,0.450736132,11743.89,,,,,,,
NIFTY 50,01-11-2019,11890.6,27.47,3.67,1.26,0.11%,0.410803852,0.453002537,11805.23,,,,,,,
NIFTY 50,04-11-2019,11941.3,27.59,3.69,1.25,0.43%,0.412889109,0.461740692,11868.06,,,,,,,
NIFTY 50,05-11-2019,11917.2,27.59,3.68,1.25,-0.20%,0.411897892,0.457587052,11894.13,,,,,,,
NIFTY 50,06-11-2019,11966.05,27.71,3.7,1.25,0.41%,0.41390706,0.46600636,11918.52,,,,,,,
NIFTY 50,07-11-2019,12012.05,27.75,3.71,1.24,0.38%,0.415799009,0.473934469,11945.44,,,,,,,
NIFTY 50,08-11-2019,11908.15,27.51,3.68,1.25,-0.86%,0.411525672,0.456027283,11948.95,,,,,,,
NIFTY 50,11-11-2019,11913.45,27.52,3.68,1.25,0.04%,0.411743657,0.456940739,11943.38,,,,,,,
NIFTY 50,13-11-2019,11840.45,27.31,3.66,1.26,-0.61%,0.408741216,0.444359174,11928.03,,,,,,,
NIFTY 50,14-11-2019,11872.1,27.38,3.67,1.26,0.27%,0.41004296,0.449814058,11909.24,,,,,,,
NIFTY 50,15-11-2019,11895.45,27.32,3.67,1.26,0.20%,0.411003329,0.453838435,11885.92,,,,,,,
NIFTY 50,18-11-2019,11884.5,27.29,3.67,1.26,-0.09%,0.410552963,0.4519512,11881.19,,,,,,,
NIFTY 50,19-11-2019,11940.1,27.31,3.69,1.25,0.47%,0.412839754,0.461533872,11886.52,,,,,,,
NIFTY 50,20-11-2019,11999.1,27.23,3.71,1.24,0.49%,0.415266384,0.471702534,11918.25,,,,,,,
NIFTY 50,21-11-2019,11968.4,27.89,3.7,1.25,-0.26%,0.414003714,0.466411383,11937.51,,,,,,,
NIFTY 50,22-11-2019,11914.4,27.77,3.68,1.25,-0.45%,0.41178273,0.457104472,11941.3,,,,,,,
NIFTY 50,25-11-2019,12073.75,28.14,3.73,1.24,1.34%,0.418336689,0.484568477,11979.15,,,,,,,
NIFTY 50,26-11-2019,12037.7,28.05,3.72,1.24,-0.30%,0.416853976,0.478355252,11998.67,,,,,,,
NIFTY 50,27-11-2019,12100.7,28.2,3.74,1.23,0.52%,0.419445124,0.489213315,12018.99,,,,,,,
NIFTY 50,28-11-2019,12151.15,28.32,3.75,1.23,0.42%,0.421520099,0.497908382,12055.54,,,,,,,
NIFTY 50,29-11-2019,12056.05,28.1,3.72,1.24,-0.78%,0.4176087,0.481517878,12083.87,,,,,,,
NIFTY 50,02-12-2019,12048.2,28.08,3.72,1.24,-0.07%,0.417285834,0.480164929,12078.76,,,,,,,
NIFTY 50,03-12-2019,11994.2,27.95,3.7,1.25,-0.45%,0.415064851,0.470858018,12070.06,,,,,,,
NIFTY 50,04-12-2019,12043.2,28.07,3.72,1.24,0.41%,0.417080188,0.479303178,12058.56,,,,,,,
NIFTY 50,05-12-2019,12018.4,28.01,3.71,1.24,-0.21%,0.41606018,0.475028893,12032.01,,,,,,,
NIFTY 50,06-12-2019,11921.5,27.78,3.68,1.25,-0.81%,0.412074748,0.458328158,12005.1,,,,,,,
NIFTY 50,09-12-2019,11937.5,27.82,3.69,1.25,0.13%,0.412732818,0.461085761,11982.96,,,,,,,
NIFTY 50,10-12-2019,11856.8,27.63,3.66,1.26,-0.68%,0.409413681,0.4471771,11955.48,,,,,,,
NIFTY 50,11-12-2019,11910.15,27.76,3.68,1.25,0.45%,0.411607931,0.456371983,11928.87,,,,,,,
NIFTY 50,12-12-2019,11971.8,27.9,3.7,1.25,0.52%,0.414143554,0.466997373,11919.55,,,,,,,
NIFTY 50,13-12-2019,12086.7,28.17,3.73,1.24,0.96%,0.418869314,0.486800412,11952.59,,,,,,,
NIFTY 50,16-12-2019,12053.95,28.09,3.72,1.24,-0.27%,0.417522328,0.481155942,11975.88,,,,,,,
NIFTY 50,17-12-2019,12165,28.35,3.76,1.23,0.92%,0.42208974,0.500295433,12037.52,,,,,,,
NIFTY 50,18-12-2019,12221.65,28.48,3.77,1.22,0.47%,0.424419717,0.510059072,12099.82,,,,,,,
NIFTY 50,19-12-2019,12259.7,28.57,3.79,1.22,0.31%,0.425984688,0.516616997,12157.4,,,,,,,
NIFTY 50,20-12-2019,12271.8,28.6,3.79,1.22,0.10%,0.426482352,0.518702434,12194.42,,,,,,,
NIFTY 50,23-12-2019,12262.75,28.58,3.79,1.22,-0.07%,0.426110132,0.517142665,12236.18,,,,,,,
NIFTY 50,24-12-2019,12214.55,28.47,3.77,1.22,-0.39%,0.424127698,0.508835385,12246.09,,,,,,,
NIFTY 50,26-12-2019,12126.55,28.26,3.74,1.23,-0.72%,0.420508317,0.493668567,12227.07,,,,,,,
NIFTY 50,27-12-2019,12245.8,28.48,3.78,1.23,0.98%,0.42541299,0.514221329,12224.29,,,,,,,
NIFTY 50,30-12-2019,12255.85,28.5,3.78,1.23,0.08%,0.42582634,0.515953449,12221.1,,,,,,,
NIFTY 50,31-12-2019,12168.45,28.3,3.75,1.24,-0.71%,0.422231636,0.500890041,12202.24,,,,,,,
NIFTY 50,01-01-2020,12182.5,28.33,3.76,1.24,0.12%,0.422809503,0.503311561,12195.83,,,,,,,
NIFTY 50,02-01-2020,12282.2,28.56,3.79,1.23,0.82%,0.426910097,0.520494876,12226.96,,,,,,,
NIFTY 50,03-01-2020,12226.65,28.44,3.77,1.23,-0.45%,0.424625363,0.510920823,12223.13,,,,,,,
NIFTY 50,06-01-2020,11993.05,27.89,3.7,1.26,-1.91%,0.415017552,0.470659815,12170.57,,,,,,,
NIFTY 50,07-01-2020,12052.95,28.03,3.72,1.25,0.50%,0.417481199,0.480983592,12147.47,,,,,,,
NIFTY 50,08-01-2020,12025.35,27.97,3.71,1.25,-0.23%,0.416346029,0.476226727,12116.04,,,,,,,
NIFTY 50,09-01-2020,12215.9,28.41,3.77,1.23,1.58%,0.424183223,0.509068058,12102.78,,,,,,,
NIFTY 50,10-01-2020,12256.8,28.51,3.78,1.23,0.33%,0.425865412,0.516117181,12108.81,,,,,,,
NIFTY 50,13-01-2020,12329.55,28.67,3.8,1.22,0.59%,0.428857571,0.528655659,12176.11,,,,,,,
NIFTY 50,14-01-2020,12362.3,28.67,3.81,1.22,0.27%,0.430204557,0.534300128,12237.98,,,,,,,
NIFTY 50,15-01-2020,12343.3,28.63,3.81,1.22,-0.15%,0.429423099,0.531025474,12301.57,,,,,,,
NIFTY 50,16-01-2020,12355.5,28.62,3.68,1.24,0.10%,0.429924877,0.533128146,12329.49,,,,,,,
NIFTY 50,17-01-2020,12352.35,28.61,3.67,1.24,-0.03%,0.42979532,0.532585243,12348.6,,,,,,,
NIFTY 50,20-01-2020,12224.55,28,3.63,1.25,-1.03%,0.424538992,0.510558887,12327.6,,,,,,,
NIFTY 50,21-01-2020,12169.85,27.84,3.45,1.25,-0.45%,0.422289217,0.501131331,12289.11,,,,,,,
NIFTY 50,22-01-2020,12106.9,27.73,3.42,1.26,-0.52%,0.419700126,0.490281886,12241.83,,,,,,,
NIFTY 50,23-01-2020,12180.35,27.88,3.43,1.25,0.61%,0.422721075,0.502941008,12206.8,,,,,,,
NIFTY 50,24-01-2020,12248.25,28.1,3.45,1.24,0.56%,0.425513757,0.514643587,12185.98,,,,,,,
NIFTY 50,27-01-2020,12119,27.73,3.42,1.25,-1.06%,0.420197791,0.492367323,12164.87,,,,,,,
NIFTY 50,28-01-2020,12055.8,26.65,3.4,1.26,-0.52%,0.417598417,0.48147479,12142.06,,,,,,,
NIFTY 50,29-01-2020,12129.5,26.81,3.42,1.26,0.61%,0.420629649,0.494177,12146.58,,,,,,,
NIFTY 50,30-01-2020,12035.8,26.57,3.39,1.27,-0.77%,0.416775831,0.478027786,12117.67,,,,,,,
NIFTY 50,31-01-2020,11962.1,26.41,3.37,1.27,-0.61%,0.413744599,0.465325576,12060.44,,,,,,,
NIFTY 50,01-02-2020,11661.85,25.75,3.28,1.31,-2.51%,0.401395518,0.413577428,11969.01,,,,,,,
NIFTY 50,03-02-2020,11707.9,25.9,3.3,1.3,0.39%,0.403289524,0.421514155,11899.43,,,,,,,
NIFTY 50,04-02-2020,11979.65,26.57,3.37,1.27,2.32%,0.414466419,0.468350322,11869.46,,,,,,,
NIFTY 50,05-02-2020,12089.15,27.05,3.4,1.26,0.91%,0.41897008,0.48722267,11880.13,,,,,,,
NIFTY 50,06-02-2020,12137.95,27.16,3.42,1.26,0.40%,0.420977192,0.49563336,11915.3,,,,,,,
NIFTY 50,07-02-2020,12098.35,27.03,3.41,1.26,-0.33%,0.41934847,0.488808292,12002.6,,,,,,,
NIFTY 50,10-02-2020,12031.5,26.89,3.39,1.27,-0.55%,0.416598975,0.47728668,12067.32,,,,,,,
NIFTY 50,11-02-2020,12107.9,27.21,3.41,1.26,0.64%,0.419741255,0.490454236,12092.97,,,,,,,
NIFTY 50,12-02-2020,12201.2,27.65,3.44,1.25,0.77%,0.423578622,0.50653451,12115.38,,,,,,,
NIFTY 50,13-02-2020,12174.65,27.59,3.43,1.25,-0.22%,0.422486638,0.501958612,12122.72,,,,,,,
NIFTY 50,14-02-2020,12113.45,27.45,3.41,1.26,-0.50%,0.419969523,0.49141078,12125.74,,,,,,,
NIFTY 50,17-02-2020,12045.8,27.42,3.39,1.27,-0.56%,0.417187124,0.479751288,12128.6,,,,,,,
NIFTY 50,18-02-2020,11992.5,27.29,3.38,1.27,-0.44%,0.414994931,0.470565022,12105.52,,,,,,,
NIFTY 50,19-02-2020,12125.9,27.6,3.41,1.26,1.11%,0.420481583,0.49355654,12090.46,,,,,,,
NIFTY 50,20-02-2020,12080.85,27.5,3.4,1.26,-0.37%,0.418628707,0.485792163,12071.7,,,,,,,
NIFTY 50,24-02-2020,11829.4,26.92,3.33,1.29,-2.08%,0.408286737,0.442454704,12014.89,,,,,,,
NIFTY 50,25-02-2020,11797.9,26.85,3.32,1.29,-0.27%,0.406991163,0.437025673,11965.31,,,,,,,
